Département,Date de mise en service,Nom de la voie,Sens de circulation,Nombre de dossiers d'infractions
42,03/09/2010,RN88,ST CHAMOND vers FIRMINY,5036
42,05/10/2012,RD43,MABLY vers BRIENNON,1177
43,19/10/2004,RN88,COSTAROS vers LE PUY EN VELAY,929
43,10/06/2005,RN102,CLERMONT vers LE PUY,11693
43,10/08/2005,RD12,MONISTROL SUR LOIRE vers BAS EN BASSET,1028
43,07/07/2006,RD590,LOUDES vers LE PUY EN VELAY,542
43,07/07/2006,RD586,ST BEAUZIRE vers A75,5740
43,07/07/2006,RD906,ST PAULIEN vers LA CHAISE DIEU,585
43,26/02/2008,RN102,LE PUY EN VELAY vers BRIOUDE,3352
43,26/02/2008,RD103,YSSINGEAUX VERS RETOURNAC,197
43,09/04/2008,RN88,ST ETIENNE VERS LE PUY EN VELAY,7698
43,24/04/2008,RN102,BRIOUDE vers le PUY EN VELAY,4597
43,05/01/2009,RD44,ST PAL DE MONS vers MONISTROL SUR LOIRE,1761
43,12/01/2009,RD56,LANGEAC vers PAULHAGUET,1789
43,21/02/2009,RD105,YSSINGEAUX vers MONTFAUCON EN VELAY,713
43,29/09/2009,RN102,BRIOUDE vers LE PUY EN VELAY,1857
43,19/10/2009,RN102,LE PUY EN VELAY vers BRIOUDE,265
43,27/10/2009,RN88,MENDE vers LE PUY EN VELAY,1781
43,25/06/2010,RD103,LE PUY EN VELAY vers VOREY,500
43,05/11/2010,RN88,Le Puy en Velay vers Chadrac,732
43,22/09/2011,RD906,LOUDES vers ST CHRISTOPHE SUR DOLAISON,917
43,13/10/2011,RD46,BAS EN BASSET vers AUREC SUR LOIRE,952
43,20/10/2011,RD589,BAINS vers LE PUY EN VELAY,2167
43,05/12/2011,RD9,CRAPONNE SUR ARZON vers RETOURNAC,1419
44,03/07/2004,RN844,CHOLET vers RENNES,33581
44,03/07/2004,RD723,ST BREVIN LES PINS vers NANTES,1534
44,04/05/2005,"Route de Paris, face au 6, Rue du Danemark",ANGERS vers NANTES,4358
44,12/07/2005,RD17,COUERON VERS ST HERBLAIN,729
44,27/07/2005,RN137,RENNES VERS NANTES,15122
44,06/09/2005,RD723,ANCENIS VERS NANTES,2269
44,04/10/2005,RN171,NANTES VERS LA BAULE,1412
44,07/08/2006,RN165,VANNES VERS NANTES,10707
44,29/08/2006,RD751,NANTES VERS PORNIC,34888
44,29/08/2006,RN171,NOZAY vers SAVENAY,7031
44,13/02/2007,RN137,NANTES VERS RENNES,7669
44,13/03/2007,RD751,PORNIC VERS NANTES,3615
44,20/07/2007,A11,NANTES VERS PARIS,2908
44,29/02/2008,RN844,PARIS VERS BORDEAUX,12392
44,13/03/2008,RD178,NORT SUR ERDRE VERS CARQUEFOU,5480
44,17/04/2008,RD773,ST NICOLAS DE REDON VERS PONTCHATEAU,4025
44,18/04/2008,RD137,MONTAIGU VERS NANTES,3607
44,18/04/2008,RD763,CLISSON vers VALLET,3184
44,22/01/2009,RD723,ANCENIS vers ANGERS,640
44,10/02/2009,RN844,RENNES vers CHOLET,7148
44,27/02/2009,RD5,ST BREVIN LES PINS VERS ST PERE EN RETZ,1036
44,27/07/2009,RD13,Bourneuf en Retz vers Touvois,79
44,14/08/2009,RD13,Touvois vers Bourgneuf en Retz,60
44,07/10/2009,"VC ""Le pont de terre"" (ex PR 0+845 de l'ex RD392D)",LA BAULE vers ST NAZAIRE,332
44,07/10/2009,"VC ""Le pont de terre"" (ex PR 0+710 de l'ex RD392D)",St NAZAIRE VERS LA BAULE,503
44,14/06/2012,RD775,CHATEAUBRIANT VERS REDON,1831
44,21/06/2012,RD92,ST NAZAIRE VERS PORNICHET,967
44,28/06/2012,RD763,LA BOISSIERE DU DORE vers VALLET,743
44,15/02/2016,RN844,ORVAULT vers BOUGUENAIS,30925
44,18/03/2016,RN 844,ST SEBASTIEN SUR LOIRE vers ST HERBLAIN,66145
45,17/09/2004,RD2152,PITHIVIERS vers ORLEANS,3271
45,01/10/2004,RD2007,NEMOURS VERS CHALETTE SUR LOING,153
45,19/07/2005,RD951,ORLEANS vers JARGEAU,4936
45,26/07/2005,RD952,GIEN VERS CHATEAUNEUF,949
45,05/12/2005,RD2152,MEUNG SUR LOIRE vers ORLEANS,828
45,12/12/2005,RD2020,LA FERTE ST AUBIN VERS PARIS,3965
45,27/12/2005,RD2020,ORLEANS VERS OLIVET,10526
45,13/01/2006,RD520,SARAN VERS ST JEAN DE LA RUELLE,5325
45,13/03/2006,RD2157,BUCY ST LIPHARD vers COULMIERS,392
45,19/02/2007,RD2060,BELLEGARDE VERS CHATEAUNEUF SUR LOIRE,468
45,19/06/2007,RD2007,MONTARGIS vers NEVERS,563
45,13/08/2007,RD2007,Montargis vers Fontenay sur Loing,3661
45,25/09/2007,RD2060,COURTENAY vers MONTARGIS,15588
45,03/12/2007,RD951,ST PRYVE ST MESMIN vers ORLEANS,1467
45,07/12/2007,RD921,Pithiviers vers Etampes,363
45,02/02/2008,RD2020,LA FERTE ST AUBIN vers LAMOTTE BEUVRON,3701
45,26/09/2008,RD940,Gien vers Argent sur Sauldre,2890
45,01/10/2008,RD2060,Orléans vers Montargis,1937
45,06/10/2008,"Av. Gaston Galloux, 20 m du candelabre n° L4688",ORLEANS vers ST CYR EN VAL,2963
45,12/11/2008,RD2007,MONTARGIS vers SOLTERRE,28940
45,08/12/2008,RD2020,Artenay vers Orléans,4697
45,09/04/2009,RD943,MONTARGIS vers CHATEAU RENARD,3131
45,05/05/2009,RD943,CHATEAU RENARD VERS MONTARGIS,815
45,20/10/2010,RD93,MONTARGIS vers CHATILLON COLIGNY,1656
45,10/12/2010,RD2152,LA CHAPELLE ST MESMIN vers ORLEANS CENTRE,6339
45,28/03/2011,RD93,CHATILLON COLIGNY vers MONTARGIS,1364
45,13/10/2011,RD97,FLEURY LES AUBRAIS vers VILLEREAU,2014
45,24/11/2011,RD927,CHATILLON LE ROI vers PITHIVIERS,745
45,28/12/2012,RD108,MARCILLY EN VILLETTE vers MENESTREAU EN VILLETTE,161
46,06/12/2004,RD8,DOUELLE vers CAHORS,3558
46,03/06/2005,RD811,CAHORS vers VILLENEUVE SUR LOT,12842
46,17/06/2005,RD803,BRETENOUX vers ST CERE,2896
46,29/12/2005,A20,BRIVE LA GAILLARDE VERS CAHORS,5003
46,03/01/2006,RD811,MERCUES vers CAHORS,1067
46,01/02/2007,RN122,FIGEAC vers BAGNAC SUR CELE,2632
46,15/09/2010,RD811,FUMEL vers PUY L EVEQUE,419
46,20/10/2010,RD820,BRIVE LA GAILLARDE vers MONTAUBAN,4912
46,21/10/2010,RD840,GRAMAT vers FIGEAC,475
46,12/11/2010,RD802,LIVERNON vers FIGEAC,2500
46,31/03/2011,RD673,GOURDON vers SALVIAC,206
47,06/12/2004,RD813,AGEN vers BORDEAUX,906
47,09/12/2004,RD813,AGEN VERS BORDEAUX,1577
47,25/03/2005,RD933,MARMANDE vers CASTELJALOUX,4966
47,09/04/2005,RD933,SEYCHES vers MARMANDE,3307
47,29/04/2005,RN21,VILLENEUVE SUR LOT VERS AGEN,542
47,14/05/2007,RD661,TOURNON VERS VILLENEUVE SUR LOT,3306
47,29/06/2007,RD911,VILLENEUVE SUR LOT vers TONNEINS,518
47,05/10/2007,RD656,Cahors vers Agen,1216
47,17/10/2007,RD930,LAVARDAC vers NERAC,1145
47,22/10/2007,RD930,Lavardac vers Agen,1212
47,05/12/2007,RD911,Cahors vers Fumel,180
47,10/12/2007,RD119,AGEN VERS MONT DE MARSAN,143
47,30/01/2008,RD813,AIGUILLON vers AGEN,4714
47,05/01/2009,RD813,AGEN vers TOULOUSE,220
47,27/02/2009,RD656,AGEN vers CAHORS,2476
47,17/09/2009,RN21,LAYRAC vers AGEN,6291
47,10/10/2009,RD666,VILLENEUVE SUR LOT vers AIGUILLON,5242
47,21/05/2010,RD931,Condom vers Agen,639
47,14/06/2010,RD813,Tonneins vers Marmande,457
47,29/09/2010,RD933,BERGERAC vers MARMANDE,481
47,04/10/2010,RD911,VILLENEUVE SUR LOT vers FUMEL,2231
47,10/12/2010,RD661,TOURNON D AGENAIS vers VILLENEUVE SUR LOT,641
47,21/03/2012,RN21,BERGERAC vers AGEN,788
47,29/03/2012,RD930,CONDOM vers NERAC,3922
47,24/04/2012,RD102,AGEN D AVEYRON vers FUMEL,2739
48,21/01/2005,RN88,BALSIEGES VERS MENDE,88
48,06/10/2005,A75,BEZIERS VERS CLERMONT FERRAND,50586
48,13/11/2006,RN106,ALES VERS FLORAC,28
48,23/11/2006,RD42,MENDE vers BARJAC,255
48,30/03/2007,RN88,MENDE vers LANGOGNE,7775
48,05/11/2007,RD808,MARVEJOLS vers BARJAC,1144
48,30/12/2008,RN88,Langogne vers Mende,365
48,20/01/2011,RD806,MENDE vers ST CHELY D APCHER,3051
49,14/11/2003,RD323,ANGERS VERS NANTES,2446
49,15/06/2005,RD766,NOYANT vers BAUGE EN ANJOU,1709
49,15/06/2005,RD160,CHOLET vers ANGERS,3119
49,15/06/2005,RD963,CANDE vers ANGERS,2589
49,15/06/2005,RD723,ANGERS VERS NANTES,364
49,25/07/2005,RD13,ANGERS VERS NANTES,7250
49,03/10/2005,A87Nord,ANGERS VERS CHOLET,10707
49,03/10/2005,RD775,ANGERS VERS LE LION D ANGERS,58
49,12/03/2007,A87 Rocade Est d'Angers (REA),CHOLET VERS ANGERS,12662
49,12/03/2007,RD768,ANGERS vers SABLE SUR SARTHE,2346
49,20/03/2007,RD761,DOUE LA FONTAINE vers MONTREUIL BELLAY,2204
49,10/04/2008,RD770,VERN D ANJOU VERS LE LION D ANGERS,893
49,24/04/2008,RD347,SAUMUR vers ANGERS,3728
49,09/05/2008,RD323,NANTES VERS ANGERS,3732
49,24/09/2008,A11,Paris vers Nantes,14420
49,12/12/2008,A11,Nantes vers Paris,14776
49,24/12/2008,RD52,BRIOLLAY vers ANGERS,1734
49,07/01/2009,RD347,SAUMUR vers MONTREUIL BELLAY,8939
49,09/01/2009,RD961,ST GEORGES SUR LOIRE vers CHALONNES SUR LOIRE,2807
49,20/02/2009,"Avenue Montaigne, face au n°58",ROCADE vers CENTRE VILLE,6275
49,05/03/2009,RD160,CHEMILLE EN ANJOU vers CHOLET,2554
49,01/07/2009,RD323,VERRIERES EN ANJOU vers CORZE,2378
49,02/05/2011,RD938,CLEFS VAL D ANJOU vers BAUGE EN ANJOU,2813
49,05/05/2011,RD761,SAULGE L HOPITAL vers BRISSAC QUINCE,233
49,08/06/2012,Avenue Victor Chatenay,Angers vers Paris,5730
49,25/03/2009,RD952,ANGERS (LA DAGUENIERE) vers SAUMUR (LA BOHALLE),5953
49,10/06/2011,RD762,BEAUPREAU EN MAUGES vers ANGERS,1030
49,01/12/2011,RD756,CHEMILLE EN ANJOU vers LYS HAUT LAYON,123
50,10/05/2005,RD2,COUTANCES vers LESSAY,2788
50,13/06/2005,RD901,BARFLEUR vers CHERBOURG EN COTENTIN,2104
50,09/03/2006,RD973,GRANDVILLE vers AVRANCHES,1790
50,11/08/2006,RD971,COUTANCES VERS GRANVILLE,829
50,03/01/2008,RD976,DUCEY VERS ST HILAIRE DU HARCOUET,1235
50,01/02/2008,RD924,GRANDVILLE vers VILLEDIEU LES POELES,2850
50,24/04/2008,RD902,BRICQUEBEC EN COTENTIN vers BARNEVILLE CARTERET,2620
50,05/11/2008,RD973,AVRANCHES vers GRANVILLE,2657
50,04/12/2008,RD650,CHERBOURG OCTEVILLE VERS LES PIEUX,1021
50,10/12/2008,RD650,LES PIEUX VERS CHERBOURG OCTEVILLE,2328
50,29/10/2010,Bd de l'Atlantique,LES PIEUX vers CHERBOURG EN COTENTIN,587
50,02/11/2010,RD924,VILLEDIEU LES POELES vers GRANVILLE,1290
50,03/01/2011,RD972,COUTANCES vers ST LO,5065
50,13/05/2011,RD977,Mortain vers St-Hilaire du Harcouët,427
50,01/06/2011,RD911,ST PAIR SUR MER vers JULLOUVILLE,354
51,24/03/2005,RD3,TROYES VERS CHALONS EN CHAMPAGNE,911
51,19/04/2005,RD944,REIMS VERS CHALONS EN CHAMPAGNE,938
51,20/06/2005,Traversée Urbaine de Reims,Cormontreuil vers Tinqueux,10171
51,12/07/2005,traversée urbaine de REIMS,TINQUEUX vers CORMONTREUIL,19651
51,22/07/2005,RN4,PARIS VERS NANCY,391
51,26/06/2006,RN31,SOISSONS VERS REIMS,3883
51,07/07/2006,RD951,REIMS VERS EPERNAY,11173
51,12/07/2006,RN4,NANCY VERS PARIS,1911
51,11/10/2006,"BLD DES TONDEURS, HAUTEUR POINT LUMINEUX 106.99",CHARLEVILLE VERS LAON,5623
51,05/03/2007,RD3,EPERNAY VERS CHATEAU THIERRY,14
51,07/01/2008,RD944,Laon vers Reims,1264
51,07/01/2008,RD951,Epernay vers Reims,3274
51,22/02/2008,RN44,VITRY LE FRANCOIS VERS CHALONS EN CHAMPAGNE,7862
51,22/02/2008,RN31,REIMS vers FISMES,932
51,30/06/2008,RD9,REIMS vers VAL DE LIVRE,6949
51,28/08/2008,RN31,Soissons vers Reims,294
51,22/10/2008,RN4,Nancy vers Paris,34121
51,07/11/2008,RN4,Nancy vers Paris,2159
51,12/11/2008,RD951,REIMS vers EPERNAY,6640
51,16/03/2011,RD980,DORMANS vers REIMS,3291
51,24/03/2011,RD944,CHALONS EN CHAMPAGNE vers REIMS,2112
51,27/04/2011,RN4,Paris vers Nancy,8905
51,02/05/2011,RN4,Nancy vers Paris,20532
51,28/09/2011,RD944 (n° 90 avenue nationale),REIMS vers LAON,6303
51,15/03/2012,RN44,CHALONS EN CHAMPAGNE vers REIMS,15043
51,01/08/2012,RN4,PARIS Vers NANCY,15171
51,01/08/2012,RN4,NANCY Vers PARIS,6933
51,23/10/2015,RN44,CHALONS EN CHAMPAGNE vers VITRY LE FRANCOIS,12834
52,05/02/2005,RD619,LUZY VERS CHAUMONT,727
52,07/03/2005,RD65,CHAUMONT vers VILLIERS LE SEC,2830
52,01/12/2005,RN67,CHAUMONT VERS ST DIZIER,4121
52,16/12/2005,RN67,ST DIZIER vers CHAUMONT,10717
52,16/02/2007,RN19,LANGRES vers FAYL BILLOT,1699
52,23/04/2007,RD384,ST DIZIER vers MONTIER EN DER,293
52,19/02/2008,RD417,CHAUMONT vers BOURBONNE LES BAINS,1253
52,13/06/2008,RN67,ST DIZIER vers CHAUMONT,2964
52,23/06/2008,RN19,LANGRES vers VESOUL,5144
52,04/07/2008,RN67,Chaumont vers St Dizier,343
52,15/10/2008,RD619,Blaisy vers Jonchery,1487
52,28/01/2009,RD674,Chaumont vers Neufchâteau,1259
52,04/02/2009,RD974,CHAUMONT VERS DIJON,5316
52,13/02/2009,RD974,Langres vers Dijon,557
52,29/05/2009,RN67,ARC EN BARROIS vers CHAUMONT,1897
52,10/06/2009,RN4,VITRY LE FRANCOIS vers ST DIZIER,13133
52,04/12/2009,RD619,LANGRES vers CHAUMONT,834
52,29/07/2011,RD60,JOINVILLE vers THONNANCE LES JOINVILLE,1113
52,14/11/2011,RD417,BOURBONNE LES BAINS vers CHAUMONT,3517
52,15/04/2013,RD65,CHATILLON SUR SEINE vers CHATEAUVILLAIN,1149
52,22/04/2013,RD2,VILLE EN BLAISOIS vers MONTREUIL SUR BLAISE,1801
53,06/12/2004,RN12,MAYENNE VERS FOUGERES,2863
53,10/03/2005,RD57,LAVAL VERS RENNES,222
53,11/04/2005,RN162,LAVAL vers CHATEAU GONTIER,5788
53,31/08/2005,RN12,ALENCON VERS MAYENNE,212
53,29/12/2005,RD57,LE MANS VERS RENNES,5055
53,30/05/2007,A81,LE MANS VERS RENNES,10068
53,14/04/2008,RD21,Tours vers Laval,3
53,23/06/2008,RN162,CHATEAU GONTIER vers LAVAL,660
53,24/11/2008,RD57,Le Mans vers Rennes,1355
53,24/11/2008,RD57,Rennes vers Le Mans,1068
53,19/12/2008,RD771,LAVAL vers COSSE LE VIVIEN,2461
53,02/02/2009,RD20,CHATRES LA FORET vers LA CHAPELLE RAINSOUIN,421
53,02/02/2009,RD32,EVRON vers SILLE LE GUILLAUME,2947
53,02/06/2010,RN12,MAYENNE vers ALENCON,9696
53,30/07/2012,RD28,AZE vers GENNES SUR GLAIZE,1505
53,16/08/2012,RD21,SABLE SUR SARTHE vers LAVAL,3277
53,23/01/2013,RD32,MONTJEAN vers ST BERTHEVIN,732
53,14/02/2013,RN12,FOUGERES vers ALENCON,1249
53,24/02/2017,RD7,EVRON vers ARON,1010
53,28/04/2017,RN162,CHATEAU GONTIER vers LE LION D ANGERS,10728
54,21/04/2005,A33,NANCY VERS LUNEVILLE,10095
54,08/06/2005,RD400,STRASBOURG vers LUNEVILLE,1930
54,24/06/2005,n° 198 rue Jeanne d'Arc,NANCY vers VANDOEUVRE LES NANCY,7898
54,12/07/2005,RN52,LONGWY VERS LA BELGIQUE,1422
54,22/08/2005,A31,NANCY VERS METZ,20682
54,10/09/2005,RN57,EPINAL VERS NANCY,4936
54,19/10/2005,RD618,LONGUYON vers LONGWY,2892
54,24/07/2008,A31,METZ vers TOUL,120991
54,03/07/2009,RN57,Nancy vers Epinal,7432
54,23/11/2010,RD910,CHEMINOT vers PONT A MOUSSON,2122
54,10/12/2010,RD674,Moutrot vers Toul,770
54,04/02/2011,RD913,FLAVIGNY SUR MOSELLE vers CINTREY,1459
54,21/12/2015,RD156,MURVILLE vers MALAVILLERS,960
54,06/03/2017,Av. Bois Gronée 477m après carrefour Rue Mareville,VILLERS LES NANCY vers LAXOU,7376
55,11/04/2005,RD635,BAR LE DUC vers ST DIZIER,1647
55,27/06/2005,RD635,ST DIZIER vers BAR LE DUC,6110
55,15/01/2006,RD901,BAR LE DUC vers ST MIHIEL,1150
55,26/01/2007,RD330,METZ vers PARIS,783
55,26/11/2008,RD964,VERDUN vers ST MIHIEL,4362
55,09/03/2009,RD1916 - VOIE SACREE NATIONALE,BAR LE DUC vers VERDUN,7528
55,14/12/2009,RD903,METZ VERS VERDUN,4250
55,03/08/2011,RD603,VERDUN vers ETAIN,5419
55,13/10/2011,RD618,Longuyon vers Spincourt,5372
55,14/11/2011,RD1916 - VOIE SACREE NATIONALE,VERDUN vers BAR LE DUC,384
56,19/10/2004,RD769,ROSCOFF vers LORIENT,5516
56,15/07/2005,RN24,LORIENT VERS RENNES,5914
56,29/07/2005,RN24,RENNES VERS LORIENT,5013
56,01/08/2005,RD766,ST MEEN LE GRAND VERS PLOERMEL,1098
56,04/08/2005,RN165,BREST VERS NANTES,2633
56,13/09/2005,RD768,LORIENT VERS LOUDEAC,1978
56,15/09/2005,RN165,NANTES VERS VANNES,8620
56,08/11/2005,RN165,NANTES VERS BREST,2330
56,05/03/2007,RD764,JOSSELIN VERS PONTIVY,385
56,16/11/2007,RD9,MERLEVENEZ VERS BELZ,1484
56,17/12/2007,RD5,PLOERMEL VERS QUESTEMBERT,3998
56,17/03/2008,RD767,VANNES VERS LOCMINE,5155
56,18/04/2008,RD768,Pontivy vers Baud,1305
56,19/11/2008,RD781,PORT LOUIS VERS HENNEBONT,4285
56,17/12/2008,RD775,QUESTEMBERT VERS ST NOLFF,2001
56,17/12/2008,RD139,ARZAL VERS QUESTEMBERT,8517
56,17/12/2008,RD778,ST JEAN BREVELAY vers MEUCON,4347
56,09/01/2009,RD765,LORIENT VERS GUIDEL,1292
56,02/06/2010,RN165,NANTES vers BREST,15754
56,10/01/2012,RD194,Lanester vers Merlevenez,1492
56,10/01/2012,RD101,Vannes vers Auray,625
56,15/03/2012,RD764,PONTIVY vers JOSSELIN,1635
56,31/05/2012,RD769,ROSCOFF vers LORIENT,706
56,20/10/2012,RN165,Nantes vers Brest,10401
56,26/05/2017,RN165 Echangeur de Kerdual vers D465,VANNES vers LORIENT,27610
57,06/11/2003,A31,THIONVILLE vers METZ,18730
57,06/11/2003,A31,METZ vers THIONVILLE,13036
57,18/12/2003,A31,NANCY vers THIONVILLE,53125
57,03/01/2005,A30,LONGWY VERS METZ,2505
57,19/01/2005,A31,THIONVILLE vers METZ,24691
57,30/08/2005,A31,METZ vers LUXEMBOURG,7541
57,01/12/2005,A320,FORBACH VERS METZ,5147
57,31/01/2006,A4,STRASBOURG VERS PARIS,11831
57,01/02/2006,RN233,STRASBOURG vers METZ,3652
57,25/06/2007,RN4,PARIS VERS STRASBOURG,3059
57,06/07/2007,A31,LUXEMBOURG vers METZ,5149
57,22/02/2008,RN61,Sarreguemines vers Allemagne,482
57,03/04/2008,A320,ST AVOLD vers FORBACH,6131
57,31/07/2009,RD999,Brulange vers Morhange,2559
57,14/08/2009,RD999,Morhange vers Brulange,1741
57,15/09/2009,RD31Bis,Forbach vers Sarreguemines,11254
57,31/05/2012,RN4,HEMING vers LUNEVILLE,26543
57,16/08/2012,RN4,BLAMONT vers HEMING,137
57,08/07/2013,RD14,THIONVILLE vers ANGEVILLERS,2748
57,27/09/2013,RD654,THIONVILLE vers SIERCK LES BAINS,2165
57,04/10/2013,RD654,SIERCK LES BAINS vers THIONVILLE,1345
57,15/11/2013,RD181,STE MARIE AUX CHENES vers ROMBAS,4061
58,09/12/2004,RD978,NEVERS vers CHATEAU CHINON,3415
58,22/04/2005,RD977,NEVERS VERS AUXERRE,1075
58,01/06/2005,RD907,MOULINS vers NEVERS,683
58,29/08/2005,RD907,VARENNES VAUZELLES VERS CHALLUY,4244
58,19/03/2008,RD40,Fourchambault vers Nevers,485
58,19/03/2008,RD907,Moulins vers Nevers,3936
58,25/03/2008,RD40,Nevers vers Fourchambault,705
58,11/04/2008,RD40,NEVERS  vers FOURCHAMBAULT,3633
58,06/08/2008,RN151,LA CHARITE SUR LOIRE vers CLAMECY,1126
58,01/11/2008,RN151,AUXERRE vers BOURGES,866
58,16/03/2009,RD978,AUTUN vers NEVERS,1499
58,20/03/2009,RD504,Marzy vers Nevers,1996
58,10/05/2010,RD981,NEVERS vers DECIZE,1633
58,14/10/2010,RD976,NEVERS vers BOURGES,19608
59,26/01/2005,RD621,CAMBRAI VERS LENS,2653
59,17/03/2005,RN49,MAUBEUGE VERS VALENCIENNES,2489
59,22/03/2005,RN2,BETTIGNIES vers AVESNES SUR HELPE,2147
59,09/05/2005,RD643,CAMBRAI VERS CAUDRY,2276
59,11/05/2005,RD643,CAMBRAI VERS LE NOUVION EN THIERACHE,534
59,17/10/2005,A25,DUNKERQUE vers LILLE,18144
59,12/02/2007,A23,LILLE vers VALENCIENNES,7135
59,14/02/2007,RN356,LILLE VERS MONS EN BAROEUL,64789
59,27/09/2007,A2,paris vers bruxelles,20140
59,27/09/2007,A2,Bruxelles vers paris,17727
59,07/01/2008,RN2,AVESNES SUR HELPE VERS ETROEUNGT,939
59,14/01/2008,A21,Escaudain vers Douchy les Mines,2744
59,05/03/2008,A25,Lille vers Dunkerque,2642
59,18/04/2008,A22,LILLE VERS NEUVILLE EN FERRAIN,15255
59,04/12/2008,A25,Dunkerque vers Lille,2986
59,22/12/2008,RN41,LA BASSEE VERS LILLE,21900
59,09/01/2009,A23,Valenciennes vers Lille,3358
59,13/02/2009,RD947,VIEUX BERQUIN VERS STRAZEELE,407
59,27/02/2009,A2,VALENCIENNES VERS PARIS,5869
59,23/09/2010,RD947,CAESTRE vers VIEUX BERQUIN,2555
59,20/01/2011,RN225,Lille vers Dunkerque,14456
59,25/03/2011,RD933,CASSEL vers RENESCURE,1777
59,25/03/2011,RD933,RENESCURE vers CASSEL,1432
59,06/07/2012,face au n°248 de la rue de la Lys,BOUSBECQUE vers HALLUIN,1204
59,31/01/2014,RD643,CAMBRAI vers DOUAI,5643
60,15/10/2004,RD1330,CREIL VERS SENLIS,1945
60,21/02/2005,RN31,CLERMONT VERS COMPIEGNE,2604
60,13/06/2005,RD915,GOURNAY EN BRAY VERS ERAGNY SUR EPTE,1239
60,18/07/2005,RD1017,PARIS vers SENLIS,1516
60,18/07/2005,RD931,CLERMONT vers COMPIEGNE,1988
60,02/09/2005,RD1001,BEAUVAIS VERS PARIS,1096
60,28/09/2005,RD1330,SENLIS VERS CREIL,772
60,28/09/2005,RD901,TROISSEREUX VERS BEAUVAIS,10056
60,05/10/2005,RN2,SOISSONS VERS PARIS,3255
60,10/01/2006,RD1001,BEAUVAIS vers FROISSY,3022
60,01/02/2006,RN2,PARIS VERS SOISSONS,9162
60,02/02/2006,RD1016,CLERMONT VERS CHANTILLY,6096
60,19/02/2007,RN31,ROUEN VERS BEAUVAIS,5975
60,19/02/2007,RD915,GISORS VERS PARIS,10683
60,24/03/2007,RD1001,PARIS VERS BEAUVAIS,1352
60,05/11/2007,RD1017,ST MARTIN LONGUEAU vers ESTREES ST DENIS,12507
60,07/12/2007,RD916,Wavignies vers Breteuil,517
60,25/01/2008,RD901,GRANDVILLIERS vers BEAUVAIS,10451
60,19/02/2009,RD105,MERU vers CHAMBLY,7759
60,08/07/2009,RD938,TRICOT VERS MAIGNELAY MONTIGNY,833
60,15/07/2009,RD938,ST JUST EN CHAUSSEE vers BEAUVAIS,1540
60,14/08/2009,RD200,NOGENT SUR OISE vers MONTATAIRE,1988
60,21/08/2009,RN31,COMPIEGNE vers SOISSONS,4636
60,23/09/2010,RD929,Le Mesnil en Thelle vers Neuilly en Thelle,203
60,21/10/2010,RD934,NOYON VERS ROYE,3281
60,29/12/2010,RN330,SENLIS vers ERMENONVILLE,5092
60,04/01/2011,RD916,ST JUST EN CHAUSSEE vers CLERMONT,324
60,30/03/2011,RD923,CHAUMONT EN VEXIN VERS TRIE LA VILLE,5305
60,22/09/2011,RD133 (face au 68 rte de Dieppe),SONGEONS vers TROISSEREUX,962
60,07/10/2011,RN31,BEAUVAIS VERS ROUEN,13710
60,20/10/2011,RD12,MOUY VERS BEAUVAIS,1265
60,20/10/2011,RD932a,VILLENEUVE SUR VERBERIE vers SENLIS,14319
60,14/11/2011,RD927,MERU VERS BEAUVAIS,504
60,15/03/2012,RD1032,NOYON vers CHAUNY,6071
60,13/04/2012,RD151,FROISSY VERS CREVECOEUR LE GRAND,367
61,09/02/2005,RD976,PRE EN PAIL ST SAMSON vers DOMFRONT,1677
61,29/04/2005,RN12,MORTAGNE AU PERCHE vers VERNEUIL SUR AVRE,15089
61,18/05/2005,RD438,ALENCON vers ROUEN,835
61,12/08/2005,RD926,ARGENTAN VERS DREUX,325
61,30/09/2005,RD962,FLERS VERS CONDE SUR NOIREAU,769
61,21/02/2006,RD923,NOGENT LE ROTROU vers MONTLANDON,348
61,26/02/2007,RD926,L AIGLE vers NONANT LE PIN,1233
61,10/04/2007,RD438,SEES vers ALENCON,2309
61,14/03/2008,RD918,NOGENT LE ROTROU vers L AIGLE,422
61,19/03/2008,RD976,LE TEILLEUL vers DOMFRONT,2666
61,26/03/2008,RD955,BELLEME vers NOGENT LE ROTROU,2401
61,07/04/2008,RD916,TRUN vers ARGENTAN,1625
61,11/04/2008,RD958,Argentan vers Sees,176
61,14/04/2008,A28,Alençon vers Rouen,2862
61,29/08/2008,A28,Rouen vers Alençon,8109
61,29/07/2009,RD18,Flers vers La Ferté Macé,208
61,07/10/2010,RD908,CARROUGES vers LA FERTE MACE,2922
61,22/10/2010,RD962,FLERS VERS DOMFRONT,1508
61,26/10/2010,RD930,L AIGLE VERS RUGLES,357
61,22/01/2011,RD938,MORTAGNE AU PERCHE vers BELLEME,1386
61,16/02/2011,RD438,ALENCON vers ROUEN,35
61,07/06/2012,RD926,ARGENTAN vers L AIGLE,241
61,29/06/2012,RD932,MORTAGNE AU PERCHE vers MOULINS LA MARCHE,2506
61,19/07/2012,RN12,Province vers Paris,1176
61,07/05/2007,RD908,LA FERTE MACE VERS DOMFRONT,375
62,04/12/2003,RD941,ST POL SUR TERNOISE VERS BETHUNE,317
62,17/12/2003,RD943,LILLERS VERS BETHUNE,804
62,08/04/2005,RD950,DOUAI VERS ARRAS,2773
